STU_ID,GPA_HIGHSCHOOL,Prior_Hours,ReStartMajor,Gender,ReEthnicity,ReCounty,ReFirstMathCrs,FirstMathCrsGrade,UWFHour1stTerm,UWFGPA1stTerm,Drop1stYear
3911E8AFC95105DE7D1209AB83FF340C219687BE,3.15,30,Biomedical Sciences,M,Hispanic,SANT,MAC1147,A,13,3.1,Retained
3932F54D077C27402B7EDDDC35F6C05900598170,4,44,Mechanical Engineering,F,White,Others,MAC2312,D,14,2.478571429,Retained
3954AD33B0218108025D71696509C22C0B0C2F95,4.24,0,Biomedical Sciences,F,Two or More,ESCA,MAC1147,A,14,3.65,Retained
39667E2A58FAD99E3E5BA12ED746847FA4BFD9AE,4,9,Mechanical Engineering,M,White,ESCA,MAC2311,C+,12,3.108333333,Dropped
398153DE4F2495C9C471E7D70A55C80A3378BF78,4.56,13,Biology,F,African American,SANT,MAC1147,A-,14,3.65,Retained
39BBAD23C13B57C99199BE2FEE6312D673C84975,3.73,0,Computer Engineering,M,White,HILL,MAC1147,B+,15,3.233333333,Retained
3A006F20821DC4D2CDE5279A65AFB7310B026883,4.06,10,Mechanical Engineering,F,White,NFLA,MAC1105C,B+,10,2.52,Retained
3AA31FD27BE2BBDFDB116D4C3B43941A5FE43E86,3.49,0,Biomedical Sciences,F,White,Others,MAC1147,W,10,3.1,Retained
3B6593E215D1346FFB4DC10580A270C8C86DA559,4.6,28,Biomedical Sciences,F,White,SANT,NoAttempt,NoAttempt,14,3.721428571,Retained
3B79EA901CB79BCE072EC79B93A68A9E7282C569,3.9,23.3,Biomedical Sciences,F,Hispanic,NFLA,MAC1147,A-,12,3.183333333,Retained
3BAF57C43B4FA004B5DA90BC1137F659CA94F16A,3.64,15,Software Engineering,M,White,ESCA,MAC2311,C+,13,2.715384615,Dropped
3C19EA17D6AD1F0D27FAFE8B806487D7EC3D3206,3.31,3,Marine Biology,F,White,NFLA,MAC1147,B,15,3.126666667,Retained
3C23A2C78FBF2D30C69F724D08CB2FCC03DB8C41,3.23,0,Software Engineering,M,White,ESCA,MAC2311,W,9,2.233333333,Retained
3C476E32DF59070116323FC55B9252055DAFB67E,3.53,6,Biology,F,Hispanic,PASC,MAC1105C,A,14,3.8,Dropped
3C56F6A04BE451D28747AC9D7783A93EA109C722,3.5,0,Biomedical Sciences,M,White,NFLA,NoAttempt,NoAttempt,13,3.246153846,Retained
3C7EEC4288DE1BD19BD2B3C75F1A76DF4E0C81DE,4.07,28,Biomedical Sciences,M,African American,DUVA,NoAttempt,NoAttempt,12,4,Retained
3D5B8D4E44B9E920D29A1D3B55917154EAA501C1,3.57,60,Biology,M,White,WALT,Others,C,11,1.818181818,Retained
3DCD84C03DD7D539CAE69CACAB001A829E6221B9,4.16,20,Biomedical Sciences,M,White,SANT,MAC1147,W,8,2.3,Retained
3F27CAFC17E3F3DDFE831D10B1C90B147894CF2F,4.67,60,Engineering,M,Two or More,ESCA,Others,A,12,3.925,Dropped
3F2B6947492BCBBCAA459721DE4796F29967F224,3.3,0,Marine Biology,M,Two or More,SANT,MAC1105C,C,14,2.364285714,Retained
3F57270E815B6BA6F91812C8D6496031A55F0E8D,2.94,16,Electrical Engineering,M,Hispanic,ESCA,MAC1147,C,14,2.514285714,Retained
3F58701A3015104AC53E73C6AD97DFB7214ECE47,4.24,3,Cybersecurity,M,White,Others,MAC1147,B+,13,3.323076923,Dropped
3FBB5A7885C3235F4ADDF0110E1F349FB6DFDDAD,2.79,19,Biomedical Sciences,F,White,SANT,MAC1147,C+,15,2.626666667,Retained
40056AD7924365F7344046A763771AF79162E2F6,3.39,0,Chemistry,M,White,NFLA,MAC1147,B+,14,3.157142857,Retained
40109E6D766832335E9B7CFB71CB53AD8EF0E6C3,3.93,27,Biomedical Sciences,F,White,NFLA,MAC1147,B,12,3.241666667,Retained
409C5B2088EE21E553B2647306823459069FCF92,3.1,0,Cybersecurity,M,Asian,NFLA,MAC1147,D,15,2.14,Retained
40D7DC72C8B53B24B87C104C8F7D6C961384E541,3.3,12,Chemistry,F,White,SANT,MAC1147,A,14,3.935714286,Retained
414F2029008748AE712E46FB465EDBEBE067720D,2.21,0,Marine Biology,M,Two or More,Others,MAC1105C,B+,14,2.571428571,Dropped
4273248CB5DDA2D135F2B307523BDAC640524E15,2.99,10,Computer Science,M,White,Others,MAC1147,C,13,1.538461538,Dropped
42788FACAB073DEAF4F86722100E242C4160DBE5,4.68,43,Mechanical Engineering,M,White,OKAL,MAC2311,A-,15,3.813333333,Retained
4279A5291E8C3E5768410BBC7C57C70AE0C7492F,3.78,88,Mechanical Engineering,F,Hispanic,WALT,MAC2312,W,10,3,Retained
42C4649DDCC8D9F99C84A61F81039437E7B97A46,3.89,0,Chemistry,F,White,ESCA,MAC1147,A,14,3.785714286,Retained
4391ED3893B63E43C3766457C9E864127D8E9662,4.13,6,Computer Science,M,White,SANT,MAC2311,A,13,3.469230769,Retained
4393DA29652FBC34A266FED330C2653CAAA93B48,4.7,0,Biology,F,White,SANT,MAC1147,A,14,3.785714286,Retained
43AE5F5C2F6C5B075268627FF2EE6072E438FAF4,4.59,68,Biomedical Sciences,F,White,DUVA,MAC2311,A,12,3.416666667,Retained
43C915476E79CEBD8D519253AA876F5D64238F7A,4.44,6,Biomedical Sciences,F,African American,ESCA,MAC1105C,A,14,3.421428571,Retained
43D5A0941B957BECDFEA13E4A53883B9DAD97811,4.25,18,Mechanical Engineering,M,White,OKAL,MAC2311,D,12,2.475,Retained
44707E404A56A770F96EC946415F1F64618E5CF5,3.76,0,Marine Biology,M,White,NFLA,MAC1147,W,0,0,Dropped
447CEB92797F7FC8ACA96F48FBBDC907C9DB06FE,3.72,13,Biomedical Sciences,M,Hispanic,Others,MAC1147,B-,14,3.342857143,Retained
44BC3AD8DFC3D38CA42EC9E51536E7E923094FE8,2.34,3,Biomedical Sciences,M,Others,NFLA,MAC1147,W,4,1.5,Dropped
4518BF4008014B7A22E757A7EAC2FCC8414E69F7,3.71,44,Biomedical Sciences,F,White,Others,MAC1147,C,13,2,Retained
451B973917D2D4DAAACB9A4BA8E08D8099D9B3D1,4.03,0,Biomedical Sciences,F,Hispanic,ESCA,MAC1147,A,15,4,Retained
45CB64EE1F2A52159F6B0D4AA85265E2E9D89DFE,4.64,81,Biology,F,White,OKAL,NoAttempt,NoAttempt,14,3.935714286,Retained
45D174A32741C33F022832181E0057313EB61958,4.94,3,Cybersecurity,M,Two or More,HILL,MAC1147,B,13,3.3,Retained
477D9E1720312FA77F9F53380118D08C34874798,3.21,22,Natural Science,F,White,ORAN,MAC1105C,B-,14,3.392857143,Retained
479E08E2456119A907E27E2DA8CEA0D45F22ADE0,4.21,62,Biomedical Sciences,F,White,SANT,NoAttempt,NoAttempt,13,2.784615385,Retained
480FAC5E3B5538C90B7A8FFC46DB4D325C8BD217,4.53,13,Mechanical Engineering,M,White,ESCA,MAC2312,B,12,3.416666667,Retained
48515627B11961EB113FD1CAF467F2943B22B3A6,4.19,3,Computer Engineering,F,Asian,ESCA,MAC1147,A,16,3.625,Retained
48BD28E69E12A104AC9A80C19D322C64889BA27A,4.07,6,Biomedical Sciences,F,White,ESCA,MAC1140,B+,14,2.992857143,Retained
48CE5F7BCB35B31286DF68C2BAF925B1D42D8D14,3.34,31,Marine Biology,M,White,Others,MAC1105C,C-,8,2.85,Retained
48E9D5EEC5DBDAD8BB5955102457B3E1DFE31DC5,3.87,15,Electrical Engineering,M,White,SANT,MAC1147,C,12,1.541666667,Dropped
48FFE4A5FD8560B625DB8020D5B7C52E26D36DF2,4.51,39,Biomedical Sciences,F,Hispanic,Others,NoAttempt,NoAttempt,13,3.623076923,Retained
49631F6F8AEB8A26C30143CB7E3E942A3A247BB7,3.55,0,Marine Biology,M,White,OKAL,MAC1105C,W,4,0,Dropped
4A2704EF379268243732EC7EF928F53E10F9014D,4.6,43,Mechanical Engineering,M,Two or More,Others,MAC2312,C,13,3.1,Retained
4A9284462068AE65DE90891120D4CC800D55B41D,4.31,3,Biomedical Sciences,F,Asian,ESCA,MAC1147,A,14,4,Retained
4AC0D692513940FDCE83AC17A65AA06FF53CA96F,2.9,13,Marine Biology,M,Others,NFLA,MAC1147,W,0,0,Dropped
4AF339EDFFF717C224B53187C21F4B1ACE752973,3.85,16,Marine Biology,F,White,NFLA,MAC1147,B,15,3.593333333,Retained
4AFF3D6B01517B152CB143CC923CC80F6C3BD725,2.7,1,Information Technology,M,Hispanic,OKAL,MAC1147,D,11,0.663636364,Dropped
4B34D11444F6B6F7CBE4CCEE4E69314102CC4683,2.78,6,Mechanical Engineering,M,White,SANT,MAC1147,F,16,0.80625,Dropped
4BA25D1A9E04F4D41935204666D3BE70CA977523,3.64,12,Mechanical Engineering,M,Hispanic,ESCA,NoAttempt,NoAttempt,15,2.4,Retained
4C0BBDF2BB2DD863BBB444BA20DF704A25A39EEA,3.08,7,Biology,M,White,Others,NoAttempt,NoAttempt,0,0,Dropped
4CA104499A80979F504895C5B6187AFA7B903A53,3.93,60,Electrical Engineering,M,White,ESCA,MAC2311,C,11,2.536363636,Retained
4CD5A649D990739969278707F093292D70C26FEA,3.72,18,Biomedical Sciences,F,White,SANT,MAC1105C,W,6,2.85,Retained
4D12C3F78C79BDA662CD3E59E38EAFA82ED81DF8,4.46,24,Biology,F,Two or More,SANT,Others,C-,14,2.8,Retained
4DD46F968369AD397C33C45602A76329FE8E4ADE,3.83,12,Environmental Management,M,White,ESCA,NoAttempt,NoAttempt,13,3.630769231,Retained
4DDD60FAE3E640C46F3008D53C3A04FB22C40DEA,3.45,15,Biomedical Sciences,M,White,OKAL,MAC1147,A,13,3.146153846,Dropped
4DE011B858D8B027B7D880589AC0790B4F9805AE,3.5,0,Computer Engineering,M,White,OKAL,MAC1147,C-,13,2.207692308,Retained
4E2A0D661E8741E1ACDB626CEC76A49014068B31,3.33,0,Biochemistry,F,White,ESCA,MAC1147,A,14,3.457142857,Retained
4E2F743D2B4391A35FD5F0D33FEBFC2FC53A3BD8,4.12,89,Biomedical Sciences,F,White,OKAL,NoAttempt,NoAttempt,15,3.46,Retained
4E434390540ED29A417191CDCBE303B2026E44F4,3.27,64,Natural Science,F,White,OKAL,MAC1147,D+,15,2.146666667,Retained
4E5CF502D43E5AE3B1BD0E983A3E842EDD47E5F0,3,12,Marine Biology,M,Hispanic,Others,MAC1147,D,14,2.142857143,Retained
4E6018948EE1F65D4191308D658DC2B84B93DEEB,4.08,37,Mechanical Engineering,M,White,Others,MAC1147,A,14,3.635714286,Retained
4ED897AC7982B0C0434B41DE06F4EDCD1F7C534A,2.92,19,Biomedical Sciences,M,White,WALT,MAC1147,W,8,1.525,Dropped
4EDCFAC04F26759D76A88750D2115D098C0E402B,3.76,6,Biology,F,African American,ESCA,NoAttempt,NoAttempt,15,3.34,Retained
4EFE0F521924D96F8FFC11915527E20B1E10646B,3.07,9,Natural Science,M,White,SANT,MAC1147,C+,12,2.633333333,Retained
4F1FF13A5211D92DBB9BCE788595FCF53EECA618,4.2,49,Computer Science,M,White,SANT,NoAttempt,NoAttempt,13,0.130769231,Dropped
4FB79A3DE363E8E555D36F25E6BD1F37F57E14F3,3.23,0,Chemistry,F,African American,NFLA,MAC1147,C,14,2.4,Retained
500520CA868B0F6ADA0DAA7E9A1666CF7F385AE2,3.89,21,Marine Biology,M,White,SANT,MAC1147,B-,13,2.776923077,Retained
504B0BF09A05D7D42229CBB29F7E3760F1D163EA,4,29,Biomedical Sciences,F,White,SANT,MAC1147,A,15,3.613333333,Dropped
508727F95CBF95286AE499B39DCCDD032FDCC83F,4.24,7,Computer Engineering,M,Two or More,ESCA,MAC2312,C,12,2.575,Retained
50B90E734C4934658E2C6FCE374CAB4184E34785,3.63,20,Mechanical Engineering,M,White,OKAL,MAC1147,A,13,3.946153846,Retained
517A57F8618F4A6A832D29147C35C690B3708A85,4.05,9,Computer Science,F,White,SANT,MAC1147,A-,13,3.076923077,Retained
51B58B83E83F1A919DB95793A7FC268A2E2D0BD8,3.89,21,Biomedical Sciences,M,Two or More,OKAL,MAC2311,C+,12,3.025,Retained
51CF22932523C9356DD63714A69B1F966AA1CB69,2.62,6,Computer Engineering,M,Two or More,SANT,MAC1147,C-,14,2.157142857,Dropped
53225104837758145A036A4BD33CAFE56561ACC2,4.41,26,Biomedical Sciences,M,White,ESCA,MAC2311,B,14,2.571428571,Retained
53C878600AC9D60E8BD6CC7A84614C9BE01CB755,3.45,7,Biology,M,White,SANT,NoAttempt,NoAttempt,14,3.571428571,Retained
53E92B1B3064D5AA86BAF461ED7C4ACEAF497E5C,4.4,62,Electrical Engineering,M,White,ESCA,MAC2312,A,17,4,Dropped
53F81FB1687CBE0549CD54DB02A9FE2123568608,4.17,40,Biomedical Sciences,F,White,Others,MAC1147,F,14,1.285714286,Dropped
553EB4A25E82704A382623435068B9DA05973E0E,4.18,22,Mechanical Engineering,M,White,OKAL,Others,C+,14,2.935714286,Dropped
556FB970403B057682DDE44A2D4294FEC8FF8EAE,4.17,9,Computer Science,F,Asian,SANT,NoAttempt,NoAttempt,15,3.74,Retained
557C32329BA48FF3E5A05DB9BAC79E6A88C142FF,3.67,24,Mechanical Engineering,M,White,SANT,MAC1147,A,15,3.533333333,Retained
56BD7E16AE33FB10B0EB91FFC429FF061C087E10,4.09,23,Biomedical Sciences,F,White,SANT,MAC1147,C,11,2.090909091,Retained
572C1F436B5CBFBA135883D50F2830F42989DBA8,4.57,18,Computer Science,M,White,SANT,MAC1147,B,13,3.623076923,Retained
57D3AB57D30CA7FB398D052CB0479CB72393083A,3.43,6,Cybersecurity,F,Asian,ESCA,MAC1147,A,14,3.421428571,Retained
580583B630A6AB86B95D21523D7AB6EF013A3AFA,3.27,9,Computer Science,M,White,NFLA,MAC1147,B+,14,3.035714286,Retained
582467ACD68DA421C8EC261A34AABDE83F432192,4.32,88,Biochemistry,M,White,OKAL,NoAttempt,NoAttempt,14,2.685714286,Retained
591EA12E6B9472CB0E2D722A8FC1D0452381446F,4.05,9,Cybersecurity,F,White,Others,MAC1147,A,13,4,Retained
59376E7960D5C516722EF76D3192B64A6241352A,3.6,4,Cybersecurity,F,White,SANT,NoAttempt,NoAttempt,12,3.025,Retained
59758B0D31A474DFACE9A7D3DEC8CA21EA48AA6C,5,46,Biomedical Sciences,F,White,HILL,MAC2311,B+,15,3.673333333,Retained
59D120D09A0B0E5682DADFF058EC0100457AB501,4.17,0,Marine Biology,M,White,ESCA,MAC1105C,B,15,3,Retained
5A554D806F6DCA2C1B2E6E69531352F067F3AD2C,3.71,0,Mechanical Engineering,M,Two or More,ESCA,MAC1147,A,15,3.8,Retained
5A6A2D57FAACEF84512E11CD45E428728CF55B67,4.6,32,Biomedical Sciences,F,White,ESCA,NoAttempt,NoAttempt,14,4,Retained
5B4A2582F1D1C8A24C4CC670F21E3BAEBDC77B79,3.3,30,Marine Biology,F,African American,Others,MAC1105C,B,14,2.285714286,Retained
5B75B3A3A9E548F2FB6FF4B87C5C1295DB47EBBC,4.41,21,Cybersecurity,M,White,ESCA,MAC1147,A,13,3.838461538,Retained
5BD6607ACBF18310799EA58A0497551DA1785794,3.11,0,Biomedical Sciences,F,Hispanic,ESCA,MAC1105C,B,10,2.58,Retained
5C5189102BD45A136DDBEAF25F2DAC8F8C50D69A,4.66,53,Biomedical Sciences,M,White,SANT,NoAttempt,NoAttempt,12,3.091666667,Retained
5C77EDF41C76CFAADF9068F2B6D659864A0E5724,3.8,16,Marine Biology,F,White,NFLA,MAC1147,A,14,3.5,Dropped
5C7EF76D963833A32D322AFAD1DB510BAFD5C858,3.96,0,Marine Biology,M,White,Others,MAC1147,B+,12,3.108333333,Retained
5CD0B34D3C429A2356DC53500B02629E5D990A0A,4.45,56,Marine Biology,M,White,DUVA,MAC2311,W,8,2.2625,Dropped
5CFF2DDE00E7663C06BA2B923FA1F80EA31E91C9,2.84,10,Mechanical Engineering,M,White,OKAL,MAC1147,B,14,3.435714286,Retained
5D26634EE849FC5660163BEFB47C301F358E06FF,4.22,32,Biomedical Sciences,M,White,SANT,MAC1147,A,13,4,Retained
5D628C946BF0C1FCDEBCF96B6886F8B176BB7A4A,4.04,42,Biomedical Sciences,F,White,SANT,MAC1140,B-,14,2.857142857,Retained
5D6EFB1C75A6C4D66A244C601EC370D350F17DB5,4.36,9,Information Technology,F,White,ESCA,MAC1147,C,15,3.126666667,Dropped
5E4876A93C819DD6CA43CEBA40EC1E5283930CFD,3.96,16,Biomedical Sciences,F,White,Others,MAC1147,A,14,3.785714286,Dropped
5F1ED06052770084783983ABA6492F153DDB66BD,2.98,13,Biomedical Sciences,M,White,BAY,MAC1105,B,13,2.530769231,Retained
5FC7CF0C0AFE99B3DE43B2B1396712A0EFC69E9F,3.09,0,Mathematics,M,White,NFLA,MAC1147,D+,14,1.735714286,Dropped
601EF21D4DC60CFACB3564E8218801F92D046465,3.63,14,Mechanical Engineering,F,White,SANT,MAC1147,A-,14,3.271428571,Retained
603BDAACF1ECE9D3FAE881E3AC97FAE854386A92,3.88,12,Biomedical Sciences,F,White,SANT,MAC1147,A,12,4,Retained
60A3F6B43FEB47CDD54E80C9DCA621FAEDFC698F,3.5,6,Cybersecurity,M,White,SANT,MAC1147,B-,13,3.230769231,Retained
610460D01E65D4B9944E6CE73FD3EB002AE891AC,4.27,7,Cybersecurity,M,White,ESCA,MAC2312,F,13,2.169230769,Dropped
6155F6B1886C126405B98FFAB7DC4F03D885BDE6,3.02,13,Physics,M,Two or More,ESCA,MAC1147,NF,14,0.214285714,Dropped
618A5E2547CB96DB36F594664BA3995B1C93E1E7,4,61,Mathematics,F,Two or More,PASC,MAC1147,B+,13,3.161538462,Retained
61D072D26AA0ADE815F51F6D73EB60263C4AD872,4.37,63,Physics,M,Asian,ESCA,NoAttempt,NoAttempt,14,4,Retained
61FA5EAD610D149D5642259FD184D3278068C45B,3.93,0,Biology,F,White,NFLA,MAC1147,C+,14,2.7,Retained
6222B37EF70E3635BCA8B2FC7B8FA19BD87F888C,3.93,12,Biomedical Sciences,F,White,ESCA,NoAttempt,NoAttempt,14,3.285714286,Retained
62278975FE3F40202BAA40AD793C77ACD52D2909,2.9,0,Electrical Engineering,M,White,NFLA,MAC1147,D+,15,1.986666667,Retained
627AE752AAEE3FA83DF61424F2660E949E12787C,3.23,0,Natural Science,F,White,OKAL,MAC1147,C,14,2.557142857,Retained
6332DECD7EFAF18703D794C8CF8F7D73CF61E7BF,3.27,12,Computer Engineering,M,White,SANT,MAC1147,F,8,1,Dropped
63A7F13087E0618AC8A117D1549477139353D37F,3.79,10,Electrical Engineering,F,White,DUVA,MAC2312,A,12,3.825,Retained
6416CFFCDC059A0035CD7C016D8664F0E8A24F2D,2.38,9,Others,M,African American,HILL,MAC1105C,F,13,1.084615385,Retained
64C81D3DAB750D236C5D76FBF1CEDB3BC839909B,4.25,66,Mechanical Engineering,M,White,SANT,NoAttempt,NoAttempt,13,3.469230769,Retained
64D1D5E105993D68B6A0FCEA4640F247DF963F51,2.6,9,Biomedical Sciences,M,African American,BAY,MAC1105C,B-,14,2.471428571,Retained
65371AC2142F4B552824D1145E62BAAEE6328D79,3.6,13,Biology,M,White,Others,MAC1147,W,10,1.18,Dropped
6539D7F181ACEC9C871F2E86074270719614FEF5,4.36,15,Mechanical Engineering,M,White,SANT,MAC1147,A,12,4,Retained
65C3EF7246B7761FC9A8B055D3564DCF1454BB3A,4.51,9,Natural Science,F,White,SANT,MAC1147,A,12,3.675,Retained
65FB37BE520DA16ADED9935C46C702ABE4879564,4.2,27,Mechanical Engineering,M,White,OKAL,MAC1147,A-,12,3.658333333,Retained
661E429F4823BBE6273B129C74A21E483E0AF971,4.03,3,Biology,F,White,SANT,MAC1147,D,12,2.108333333,Dropped
6646114B696DACF527A423AA96E97282C6C91745,3.3,6,Cybersecurity,M,White,ESCA,MAC1147,C+,13,2.392307692,Retained
66F6DA10ADFF5A13C30077174D312A6607E86844,4.3,21,Biomedical Sciences,M,White,ESCA,MAC1147,A,13,3.523076923,Retained
66FE4B0256AA5C3912DE0DE306E58CDFAC341508,4.86,40,Environmental Management,F,White,ORAN,MAC1140,A,14,4,Retained
674B434FB2323DD7BEA4132A3E67D55FB1F094B6,3.8,0,Marine Biology,M,White,SANT,MAC1105C,A,15,3.686666667,Retained
67AFE62D882E6FF20A49BD207541D72B979C5BA6,3.93,10,Cybersecurity,M,White,ESCA,NoAttempt,NoAttempt,15,3.34,Retained
687F2481D8C1AEF82061EF5F54983581668AFF69,4.45,24,Marine Biology,F,White,Others,NoAttempt,NoAttempt,14,3.564285714,Retained
68E0EF4DD7576D0A7E4FA52917882601D151B927,4.14,0,Mechanical Engineering,M,White,NFLA,MAC1105C,B-,13,3.230769231,Retained
68E53C460E140AE5CAA7537C80EAC953A6266A81,3.67,23,Marine Biology,F,White,NFLA,MAC1147,A,14,3.371428571,Retained
690DDAACE803C98D53D1CA1FF3D0F344F280B3A9,4.36,75,Others,F,White,OKAL,MAC2311,A,13,3.607692308,Retained
695B1AB572B56DA5896655F0A77F21B14227D478,2.542,4,Mechanical Engineering,M,White,SANT,MAC1147,C,13,0.615384615,Dropped
6A18C6BD1B9570368654C983A3DD7C6CA2D89021,4,0,Others,M,White,SANT,NoAttempt,NoAttempt,12,3.75,Retained
6B0D814D82E198F90A1C5CC63428216C2A8F4B59,4.22,13,Chemistry,F,White,ESCA,MAC2312,C,14,3.428571429,Retained
6B392EEFEAA0A58FA304924969CA9469E296CBEE,3.52,9,Biochemistry,M,Two or More,DUVA,MAC1147,F,14,1.285714286,Dropped
6B749890B5AA6D47CFFEFF4B4058D1A740D1AA6F,3.58,6,Biomedical Sciences,F,White,ESCA,MAC1147,A,14,3.564285714,Retained
6BC2A37E9E8C64A756E8702B7FC02B043B5631AF,3.85,21,Marine Biology,F,White,SANT,NoAttempt,NoAttempt,14,1.871428571,Dropped
6BD45E62AFEDD346F28CFC6B2D6B3AF56D251279,3.39,0,Biology,F,White,SANT,NoAttempt,NoAttempt,14,3.285714286,Retained
6C200D0DDA7028F0B87E2DC2522216865C61F8F0,3.95,14,Chemistry,M,White,OKAL,MAC1147,B-,14,2.807142857,Retained
6C90C141167A403485FF6A306F6BCE8123C58F10,3.33,18,Mechanical Engineering,M,White,SANT,NoAttempt,NoAttempt,12,1.075,Dropped
6C9D0C680F15BF184A72687808774F7275502904,3.81,18,Electrical Engineering,M,Hispanic,Others,MAC1147,B+,13,3.123076923,Retained
6CBC41ADBD6B287AC006F73AAAD18C18EFB3F8AF,4.02,15,Biomedical Sciences,F,White,SANT,MAC1147,A,13,3.930769231,Retained
6CBF163408421BB015CB930C258DCA6F7243BE9E,2.53,3,Computer Science,M,White,SANT,MAC1105C,B-,13,3.3,Retained
6D7AD33631620D6AB6EF0516E3F631F61EEFD9D6,4.28,9,Biomedical Sciences,M,White,SANT,MAC1147,A-,12,3.35,Retained
6DF7CA296B39E8F3158F675C8BC2DDD56FEC90AE,3.31,0,Mechanical Engineering,M,White,ESCA,MAC1147,W,3,0,Dropped
6EE6B17FA0687E09B7D9237022A7C72EFCB4F5AA,4.01,37,Cybersecurity,M,White,ESCA,MAC1147,W,9,1.666666667,Dropped
6F1861158ACA5FC109B04594B19DBDA5CC2FEB1A,4.16,30,Electrical Engineering,M,White,OKAL,MAC2312,C+,15,3.353333333,Retained
6F5EB041E2B17C3AD76C3DE4A740D304861634FD,3.6,3,Electrical Engineering,M,Asian,ESCA,MAC1105C,A,13,3.769230769,Retained
6FD6A7A966C344720AABE4CA27B2B47F821A1283,3.77,15,Electrical Engineering,M,White,ESCA,MAC1147,B,15,2.813333333,Retained
706D0E1CE462B7EAFF28EA0796ED223BA2C87C4B,3.8,31,Natural Science,M,White,OKAL,MAC1147,A,15,3.86,Dropped
709FC8FF42E533CE38684E9946C1291983425B2B,4.19,33,Biology,F,White,ESCA,MAC2311,C,12,2.241666667,Retained
70C1EF44EEF1E822F8891BEFFEE9B7223856260D,3.26,0,Cybersecurity,M,White,SANT,NoAttempt,NoAttempt,12,2.425,Dropped
70E7CB7DB61991E4D22913BB9A1EE0F63B7E18F8,3.45,6,Mathematics,F,White,ESCA,MAC1147,A-,16,3.0625,Retained
7115EE68573A1E9E0B168763E483CD0ECA77F06D,3.3,0,Mechanical Engineering,M,White,SANT,MAC2311,C+,14,1.95,Retained
712326EB3A2C33B8F6528775D41593459D4D9277,3.38,3,Computer Science,M,White,SANT,MAC1147,C-,13,1.976923077,Retained
7161DF3D71FFCF45068B7C1B0B630FEA53527C95,4.26,3,Marine Biology,F,White,NFLA,MAC1147,A,15,4,Retained
72082B3F464C0F766A857F1F2230910E5A528E51,4.24,55,Biochemistry,F,Hispanic,ESCA,Others,A,13,3.246153846,Retained
722B57F7341E6E34ED2BF06D9A1A99CF4F2DFC6B,3.77,9,Biology,F,White,SANT,MAC1105C,C-,11,1.063636364,Retained
728F2E53BA7115E81F22BCDDBEBB6D8B35BBF899,4.32,0,Biology,F,Not Reported,Others,MAC1105C,A-,14,3.042857143,Retained
72C49C14803D8F866A069C510CB19AFCF47D70D7,3.5,4,Information Technology,M,White,ESCA,NoAttempt,NoAttempt,13,0.484615385,Dropped
72C5C402B664CB8B76629EB678EDACDE29682CF1,4.14,12,Mechanical Engineering,M,White,SANT,MAC2311,B+,12,3.591666667,Retained
72C7EA30E7487B9F0B48DE831BC50D9DFDDEDD22,3.74,12,Marine Biology,F,Hispanic,HILL,MAC1147,A,14,3.235714286,Retained
73ABF6FFBD0EAB112886FB67F3BC2E0E97044B0C,3.33,3,Cybersecurity,M,Two or More,OKAL,MAC1147,B,15,2.353333333,Retained
73BBC36F0466BF5EB99D4A6CC7AEE8AA5D9BD216,4.2,10,Biomedical Sciences,F,White,ESCA,NoAttempt,NoAttempt,13,2.230769231,Retained
73F10D8D2D7546F3D68B2CEA77EF74C4409B9472,4.77,26,Computer Science,M,White,SANT,MAC1147,B+,13,3.484615385,Retained
744952748176EE3A2210E61B495D87F800C49C4A,3.45,9,Cybersecurity,M,White,Others,MAC1105C,W,9,1.566666667,Retained
748CF99F41BF95FE3353CE9500ADBA3D41EFC2B4,4.74,70,Software Engineering,M,White,DUVA,MAC2312,A-,14,3.764285714,Dropped
74AAECD2F0EC58EA82CDE143B404AF0041E24C6E,3.61,32,Biomedical Sciences,F,White,ESCA,MAC1147,F,13,1.553846154,Retained
74BE36BFCCE7C8D940F8EB08D0799C412B33E844,4.02,6,Mechanical Engineering,M,African American,Others,MAC1105C,A,13,2.684615385,Retained
752D4E2178E612AA429CCFC7472248946E447525,4,44,Mechanical Engineering,M,White,OKAL,Others,B-,14,2.792857143,Dropped
7541AED7122778DCA5443F4270D69DEF93DBB6D3,3.68,6,Cybersecurity,M,Others,ESCA,MAC1147,A-,16,2.5375,Retained
7546113C041823860398FAE451C11C96276AFD10,3.31,4,Cybersecurity,M,White,Others,MAC1105C,F,14,0.642857143,Retained
75CBD080D660D92C626C296E1FABF6D23FDE23F9,4.38,6,Chemistry,M,White,ESCA,MAC2311,C+,14,3.15,Retained
75FAA0B1FC9734161D34BD12C9D0DA6FF59BEE6D,4.38,24,Biochemistry,M,White,SANT,MAC2311,B,15,3.673333333,Retained
7611E52236725B46EB4D266E7F5656BEF47B02BD,3.74,6,Computer Science,M,White,SANT,MAC2311,W,9,1.433333333,Retained
766F677F0FEB506859428C277AABCA27B7B6F3CE,3.83,26,Biomedical Sciences,F,White,SANT,MAC1147,C,13,2.038461538,Retained
7797A55AAF7236F95DF30A895D7F4A61E45A498E,3.2,0,Marine Biology,F,White,NFLA,MAC1147,B+,15,3.146666667,Retained
77B2240880FF4B58D5BFF9E3EA0D2A517967DE68,3.5,12,Software Engineering,M,Asian,ESCA,MAC1147,A,13,4,Retained
