"","STU_ID","UWFGPA1stYear","Prior_Hours","StartMajor","Gender","Ethnicity","County","FirstMathCrs","FirstMathCrsGrade","UWFHour1stTerm","UWFGPA1stTerm","Drop1stYear"
"170","6F1861158ACA5FC109B04594B19DBDA5CC2FEB1A",3.32,30,"Electrical Engineering","M","White","OKAL","MAC2312","C+","15","3.35333333333333","Retained"
"171","6F5EB041E2B17C3AD76C3DE4A740D304861634FD",3.54375,3,"Electrical Engineering","M","Asian","ESCA","MAC1105C","A","13","3.76923076923077","Retained"
"172","706D0E1CE462B7EAFF28EA0796ED223BA2C87C4B",3.86,31,"Natural Science","M","White","OKAL","MAC1147","A","15","3.86","Dropped"
"173","709FC8FF42E533CE38684E9946C1291983425B2B",2.6962962962963,33,"Biology","F","White","ESCA","MAC2311","C","12","2.24166666666667","Retained"
"174","70C1EF44EEF1E822F8891BEFFEE9B7223856260D",2.425,0,"Cybersecurity","M","White","SANT","NoAttempt","NoAttempt","12","2.425","Dropped"
"175","70E7CB7DB61991E4D22913BB9A1EE0F63B7E18F8",3.40625,6,"Mathematics","F","White","ESCA","MAC1147","A-","16","3.0625","Retained"
"176","7115EE68573A1E9E0B168763E483CD0ECA77F06D",1.95714285714286,0,"Mechanical Engineering","M","White","SANT","MAC2311","C+","14","1.95","Retained"
"177","7161DF3D71FFCF45068B7C1B0B630FEA53527C95",4,3,"Marine Biology","F","White","NFLA","MAC1147","A","15","4","Retained"
"178","728F2E53BA7115E81F22BCDDBEBB6D8B35BBF899",3.81764705882353,0,"Biology","F","Not Reported","MARI","MAC1105C","A-","14","3.04285714285714","Retained"
"179","72C5C402B664CB8B76629EB678EDACDE29682CF1",3.54285714285714,12,"Mechanical Engineering","M","White","SANT","MAC2311","B+","12","3.59166666666667","Retained"
"180","72C7EA30E7487B9F0B48DE831BC50D9DFDDEDD22",3.42692307692308,12,"Marine Biology","F","Hispanic","HILL","MAC1147","A","14","3.23571428571429","Retained"
"181","73F10D8D2D7546F3D68B2CEA77EF74C4409B9472",3.26206896551724,26,"Computer Science","M","White","SANT","MAC1147","B+","13","3.48461538461538","Retained"
"182","744952748176EE3A2210E61B495D87F800C49C4A",2.075,9,"Cybersecurity","M","White","BREV","MAC1105C","W","9","1.56666666666667","Retained"
"183","748CF99F41BF95FE3353CE9500ADBA3D41EFC2B4",0,70,"Software Engineering","M","White","DUVA","MAC2312","A-","14","3.76428571428571","Dropped"
"184","74AAECD2F0EC58EA82CDE143B404AF0041E24C6E",2.04615384615385,32,"Biomedical Sciences","F","White","ESCA","MAC1147","F","13","1.55384615384615","Retained"
"185","7546113C041823860398FAE451C11C96276AFD10",2.41538461538462,4,"Cybersecurity","M","White","LEE","MAC1105C","F","14","0.642857142857143","Retained"
"186","7611E52236725B46EB4D266E7F5656BEF47B02BD",2.45,6,"Computer Science","M","White","SANT","MAC2311","W","9","1.43333333333333","Retained"
"187","766F677F0FEB506859428C277AABCA27B7B6F3CE",1.975,26,"Biomedical Sciences","F","White","SANT","MAC1147","C","13","2.03846153846154","Retained"
"188","7797A55AAF7236F95DF30A895D7F4A61E45A498E",3.04074074074074,0,"Marine Biology","F","White","NFLA","MAC1147","B+","15","3.14666666666667","Retained"
"189","77B2240880FF4B58D5BFF9E3EA0D2A517967DE68",4,12,"Software Engineering","M","Asian","ESCA","MAC1147","A","13","4","Retained"
"190","79AEFD0C4E73EB70A4CD0CCBA30461B94B6EADA7",4,32,"Marine Biology","F","White","NFLA","MAC1147","A","12","4","Retained"
"191","7B88F0495DA7EA16E11DCAB261DB1B15C6BC366E",0.75625,10,"Electrical Engineering","M","White","HILL","MAC1147","D","16","0.75625","Dropped"
"192","7C9B581811458133BECD15F12ACF3B0B08F0E373",2.62,6,"Cybersecurity","F","White","OKAL","NoAttempt","NoAttempt","12","2.85","Dropped"
"193","7D9479993D1F9667F1025DEE18DC3496BE6F95AE",2.91071428571429,0,"Marine Biology","M","White","NFLA","MAC1147","C+","10","2.54","Retained"
"194","7E5620D12B6F07E2A595286B395200A3DC1B3525",3.86756756756757,45,"Information Technology","M","Hispanic","ESCA","MAC1147","B","16","3.75","Retained"
"195","7F452032A8F5B297D9696F8319E37301167064AF",3.19433962264151,28,"Biomedical Sciences","F","White","ESCA","MAC1147","B-","13","3.20769230769231","Retained"
"196","7F917FF402DA7A309518542A8F29CD7C0A986098",3.43448275862069,16,"Biochemistry","M","Not Reported","SANT","NoAttempt","NoAttempt","14","3.58571428571429","Retained"
"197","7FB51CD79CD17A1136A0FC1A6CB5BA83C7EB5B3E",2.68421052631579,9,"Mathematics","F","White","OKAL","MAC1147","B","13","2.00769230769231","Retained"
"198","7FE68466CFC67191A1C3AA7B3137C82DB8CD4ACC",3.06296296296296,0,"Electrical Engineering","M","Hispanic","ESCA","NoAttempt","NoAttempt","13","3.37692307692308","Dropped"
"199","8139445C29E309E1929E51B21195DE01AE1DF365",3.39666666666667,0,"Marine Biology","F","White","SANT","MAC1147","C","12","2.66666666666667","Retained"
"200","814A7C8E4DB1B9CCA0C0BC66A9F060044E2B6AFA",2.91904761904762,3,"Natural Science","F","Two or More","OKAL","MAC1147","C","15","2.48666666666667","Retained"
"201","828640F9210DE26510F2FD08F3BB3DC79AB6C32B",2.92592592592593,0,"Biomedical Sciences","M","Hispanic","BROW","MAC1105C","W","7","3.27142857142857","Retained"
"202","82E3F494ADB50EFAA00CF7BD34BA9F953D4BB316",4,3,"Mechanical Engineering","F","White","OKAL","MAC1105C","A","12","4","Retained"
"203","83870F94B1CAA64D2E045791512509D38D31973A",2.7875,3,"Computer Science","M","White","ESCA","NoAttempt","NoAttempt","12","2.825","Retained"
"204","83FED2A2817CDB58FE3BEA5531526506BE268CB0",2.88461538461538,0,"Cybersecurity","M","White","DUVA","MAC1147","C-","17","2.92941176470588","Retained"
"205","844DD918584C3BA6EBB64455DACA67C4350C4A35",3.153125,61,"Biomedical Sciences","F","White","OKAL","MAC2311","W","9","3.24444444444444","Retained"
"206","85A1D5364BC3171A9A25478D62739C4FED1015BE",3.06666666666667,0,"Marine Biology","M","White","ESCA","MAC1147","C+","10","2.72","Retained"
"207","85C21AC337C1D726D262F8E6D1F2ED65F06196FD",3.23636363636364,27,"Electrical Engineering","M","Hispanic","SEMI","MAC2313","B+","12","3.3","Retained"
"208","862E787BBB77BF1A918ED1A93D7BBBFCB2398226",3.078125,3,"Computer Information Systems","M","Hispanic","SANT","MAC1147","C+","13","2.94615384615385","Retained"
"209","8713C05FC5F5394C31A97302881E88CAD6A489A4",2.66785714285714,0,"Mechanical Engineering","M","White","ESCA","MAC1147","A-","15","2.64666666666667","Retained"
"210","88C1A7790C7920B5B9F254225F3CDA298FEA029A",1.49285714285714,14,"Computer Engineering","M","White","ESCA","MAC2312","C","14","1.49285714285714","Dropped"
"211","88C3726723669B40A4810A1F4F15EC5136B546AC",3.2875,25,"Biomedical Sciences","M","White","SANT","MAC1114","A-","12","3.36666666666667","Retained"
"212","88D06DD581B5D2C3392999B5BC8ED18A5B3174B8",2.94545454545455,0,"Cybersecurity","M","White","ESCA","MAC1147","B","13","2.83846153846154","Retained"
"213","89618925A2096F36D76D972E738394BFDE6F1DAE",2.49583333333333,0,"Environmental Management","F","White","ESCA","MAC1105C","C","12","2.14166666666667","Retained"
"214","8966B34764E335E01F11F55B5BB2457633708DD7",2.79375,23,"Chemistry","F","African American","SANT","MAC1147","D+","12","2.35","Retained"
"215","8AA41C68DEE321C8B7718CA3DA55679EFA7179F6",0.85,32,"Electrical Engineering","M","White","SANT","MAC1147","F","12","0.25","Dropped"
"216","8AD41FE8509E31E32E2EC875718C6ED10488941D",2.6969696969697,3,"Computer Science","F","Two or More","NFLA","MAC1105C","B","16","2.56875","Retained"
"217","8BAE7587ABF0B9BE3DB857BBB473D324FFF7FFA1",4,4,"Biology","F","Hispanic","SANT","MAC2311","A","15","4","Dropped"
"218","8BD88B2DBF2A372F58ED9CA68E62730E48DD5621",4,57,"Biomedical Sciences","M","Hispanic","ESCA","NoAttempt","NoAttempt","14","4","Retained"
"219","8BE4A97D1B331795D786F60DF795CA9E0E29C2B8",2.2047619047619,89,"Electrical Engineering","M","White","OKAL","NoAttempt","NoAttempt","15","1.85333333333333","Retained"
"220","8BEE17DB06F33FC12C0CB510E918A52C439FE112",3.22195121951219,43,"Biology","F","White","ST J","NoAttempt","NoAttempt","14","3.52857142857143","Retained"
"221","8C13B2202ACAC4AEC34C80472B078AAD088E0220",3.36785714285714,12,"Biomedical Sciences","F","White","ESCA","MAC2311","W","11","3","Retained"
"222","8D31BAC8DF91B85BB886987F3E881FFD3EEA6F04",2.97407407407407,19,"Chemistry","M","Non-Resident Alien","ESCA","MAC1147","C+","12","2.85833333333333","Retained"
"223","8DA58F72B375C6DDFDA5C53986EAB812974AF847",3.75862068965517,18,"Biomedical Sciences","F","White","OKAL","MAC1147","A","14","3.78571428571429","Retained"
"224","8DA67AF346DE4CE0DCD8276FF9DF13BC24775E1A",2.40384615384615,0,"Computer Science","M","Two or More","SANT","NoAttempt","NoAttempt","13","3.06923076923077","Dropped"
"225","8DDE94A1927550EA2D544FAC9F2CD0462E24DA8D",3.51714285714286,13,"Biomedical Sciences","F","White","ESCA","MAC1147","A","13","3.53076923076923","Retained"
"226","8EF38C8896AFA243A33AA4B7CDFBDAF9BD5A2378",3.272,3,"Marine Biology","M","White","NFLA","MAC1147","A-","16","3.36875","Retained"
"227","8F1CEF4996E4C1FDF95B866E32E3E108237E22C1",2.55625,9,"Mechanical Engineering","M","White","SANT","MAC1147","C","13","1.9","Retained"
"228","8F46131E435EE30DC216E60CA60B1B001A4FDCAB",3.9875,30,"Environmental Management","F","White","SANT","MAC1147","A","12","3.975","Retained"
"229","8F470B09846D2DB47D120EC8FFFD02DC9A88A48E",2.5,56,"Biomedical Sciences","M","White","SANT","MAC1105","C","14","2.14285714285714","Retained"
"230","8F4EB7E4FA222EC2BC022477A6246EE55336AD2A",3.04074074074074,29,"Software Engineering","M","African American","ORAN","MAC2312","B","14","2.51428571428571","Retained"
"231","8F5E553CEEFB01E5DD6586503E8E30655ABCE21F",0,6,"Mechanical Engineering","M","White","ESCA","MAC1147","W","4","1.425","Dropped"
"232","8FD1EBF65B018B56FEBE31BD54011DED7BEC43F1",3.52857142857143,18,"Biomedical Sciences","M","White","ESCA","MAC1147","A","13","3.53846153846154","Retained"
"233","913BD7C75F041E5FBB38EF246445B111A5C47673",3.56285714285714,19,"Physics","M","White","SANT","MAC1147","A","15","3.72","Retained"
"234","9222DAAEA7816AC7C38B45FBE4E4B5D0E03F8BE8",1.75,3,"Mechanical Engineering","M","African American","SEMI","NoAttempt","NoAttempt","12","1.75","Dropped"
"235","9264B84585F795946D12DEC9D06EA36A452158A7",3.19655172413793,18,"Computer Engineering","M","White","ESCA","MAC1147","B","14","3.36428571428571","Retained"
"236","9390313471E85FBD2309C8B328EEA81E1BF49461",0,22,"Marine Biology","F","White","NFLA","MAC1105C","A","14","3.85","Dropped"
"237","93A4B6FDC3F8914993770810A261DB4C88990ED6",3.63125,12,"Natural Science","F","White","COLL","MAC1147","B+","13","2.46923076923077","Retained"
"238","93CDDE279036934BD447D3DD6685ED4F7EC4D625",3.20588235294118,0,"Environmental Management","M","African American","ESCA","MAC1105C","B+","14","3.17142857142857","Retained"
"239","942637AA16EA27552B773671DE360B77ED8D4613",0,0,"Computer Information Systems","F","White","ESCA","MAC1105C","D+","4","1.3","Dropped"
"240","94971DC813C4B089E36416844231CF9B59D718C9",3.11666666666667,21,"Mathematics","M","Hispanic","SANT","MAC2311","A","10","3.4","Retained"
"241","9551F633AEDEC65FC08156A684EC1805FF200128",0,14,"Cybersecurity","M","White","ESCA","MAC1105C","F","15","2.22","Dropped"
"242","9589049D207DB842343341C0B05489C8226E5547",2,0,"Cybersecurity","M","White","SANT","MAC1105C","W","1","2","Dropped"
"243","959BC3D76E83427C2656308B0930DBDBF6C837F6",3.38333333333333,25,"Mechanical Engineering","M","White","ALAC","MAC2312","F","14","2.22857142857143","Retained"
"244","95E5781DB285955829247AC3AE5D8D7F73B82026",4,0,"Biomedical Sciences","M","African American","ESCA","MAC1105C","A","15","4","Retained"
"245","961EABD8240C812214CED655EA540591631B2365",3.52258064516129,53,"Biology","F","White","SANT","NoAttempt","NoAttempt","11","3.53636363636364","Retained"
"246","96FDEF24AF56C1D52C3E408FE99C8C8DFBC50E60",3.07105263157895,12,"Environmental Management","M","White","ESCA","NoAttempt","NoAttempt","14","2.40714285714286","Retained"
"247","97C72C979F978ABB1688B37C74D97541681EFC7C",2.67741935483871,19,"Biology","M","Hispanic","DUVA","NoAttempt","NoAttempt","14","2.29285714285714","Retained"
"248","97FFB7D29942ADE600C1315B0ED10AFF7E5A570E",3.61333333333333,15,"Mechanical Engineering","M","White","GULF","MAC1147","A","15","3.61333333333333","Dropped"
"249","9A0C5595C7687FB2CB89350BAB85CDA4169FB5A7",1.48148148148148,0,"Biomedical Sciences","M","Hispanic","OKAL","MAC1147","C-","15","2.06","Retained"
"250","9A729977966C774993C16A7282843BD2DC3120A6",3.34615384615385,0,"Biomedical Sciences","F","White","NFLA","MAC1105C","B","14","3","Retained"
"251","9A8E68DB92A3EBCD8ABAF76907484CB6AFCBF04C",3.37692307692308,15,"Biology","F","Hispanic","PASC","MAC1105C","A","13","3.23076923076923","Retained"
"252","9AAE0A3463C5E0BBDB436E9B8518CD03E742A933",2.88387096774194,6,"Environmental Management","M","White","ESCA","NoAttempt","NoAttempt","14","3.07142857142857","Retained"
"253","9AB71AF2D394EE4C627679B63FF0FE428E7CF0B0",1.73684210526316,8,"Electrical Engineering","M","White","NFLA","MAC1147","C","12","1.91666666666667","Retained"
"254","9AF7F9B8A9F1138AA005D9DA945A01B6A3C93A6C",1.17142857142857,18,"Biomedical Sciences","M","Two or More","BAY","MAC1147","D+","7","1.17142857142857","Dropped"
"255","9B89F5BA8243FDD3859A2D5FADB85E6BABDEF81A",3.575,6,"Mechanical Engineering","M","White","SANT","MAC1147","A","12","3.575","Dropped"
"256","9BCC00A4D2A787B72714BBC0FD0292D56AD4CC87",3.19506172839506,51,"Biomedical Sciences","F","White","ESCA","NoAttempt","NoAttempt","12","2.575","Retained"
"257","9C8E9ED443B0E6D8161DB85FF83EC0BF7519671E",3.875,0,"Biology","F","White","ESCA","MAC1147","A","13","3.93076923076923","Retained"
"258","9C9E377841D828043B521B8547E6A468F21F4531",3.81,15,"Environmental Management","F","White","ESCA","NoAttempt","NoAttempt","14","3.87142857142857","Retained"
"259","9D5B0AB82E6ADEDF5A299646DC1C206EA01E59D2",3.30606060606061,33,"Biomedical Sciences","F","Asian","ESCA","MAC1147","B","15","3.06666666666667","Retained"
"260","9DFB96F5F74E555A2754C4A9422F8DB558AF8682",2.30769230769231,0,"Biology","M","African American","ESCA","NoAttempt","NoAttempt","13","2.30769230769231","Dropped"
"261","9E286E05E9D10F23CCCB51FE927412011129BC0A",2.23571428571429,0,"Marine Biology","M","African American","LEE","MAC1105C","F","11","1.00909090909091","Dropped"
"262","9EA8880E425E70453660359BCF263EA8984C230F",3.02222222222222,15,"Biology","F","White","ESCA","MAC1147","B","15","3.28","Retained"
"263","9F39CFB1F65BF99AFE2A372714B6019395B19729",1.63333333333333,5,"Electrical Engineering","M","Hispanic","SANT","MAC1147","C-","12","0.816666666666667","Dropped"
"264","9F6C9B0CF971C9EC9C2A7CF7FFD065874A430447",3.44324324324324,28,"Cybersecurity","M","Hispanic","SANT","NoAttempt","NoAttempt","14","3.07857142857143","Retained"
"265","9FF2D71391A10999FBC6786708B4EB417B67B219",3.96785714285714,9,"Mechanical Engineering","M","White","ESCA","MAC1147","A","13","3.93076923076923","Retained"
"266","A0527DB111CCFFF801A949413BC0B424D7E45898",2.59285714285714,9,"Computer Engineering","M","Hispanic","ESCA","MAC1147","B-","14","3.05","Retained"
"267","A08EECF9E64A95F912F667BA8BB82412FA5F6B3F",1.5,0,"Mechanical Engineering","M","Hispanic","SANT","MAC1147","D","8","1.5","Dropped"
"268","A0C550697C1E61AF04994CD70B23A835699DADEC",1.18181818181818,79,"Cybersecurity","F","White","OKAL","MAC2311","C","13","2","Retained"
"269","A0CB54111A6FF52757BB49BC4DDA416EF5ECB786",2.23333333333333,14,"Mechanical Engineering","M","White","PINE","MAC1147","F","13","1.54615384615385","Dropped"
"270","A0D25F0C8A30FE53921EE2483874341439C0FD81",2.956,9,"Mechanical Engineering","M","White","ESCA","MAC1147","B-","14","2.77142857142857","Retained"
"271","A0F287DDFF0E7379B5AEB50EB7C6110E08FE3D57",3.78648648648649,39,"Mechanical Engineering","F","Asian","ESCA","MAC2311","A","15","3.94","Retained"
"272","A1C62AD4B6AF8FFCA9CAB35696BB89B9BC64283E",3.15925925925926,77,"Biomedical Sciences","F","White","OKAL","MAC1114","B-","14","3.10714285714286","Retained"
"273","A215BD0FC7BE6B38D8E06F5E4A8E87CAFB27C3BE",2.12,10,"Marine Biology","F","White","SARA","MAC1147","C","11","1.92727272727273","Retained"
"274","A25643D682DF71C3327C9C60EEC5E1A6D5BC8243",0,0,"Marine Biology","F","White","POLK","MAC1105C","F","7","0","Dropped"
"275","A2D9679F32797548788BD6BD7BC7F9B73C46015B",2.16,23,"Biochemistry","M","White","SANT","MAC2312","D+","14","1.82857142857143","Retained"
"276","A309E84A6089A1042A80CAF1F7053098FEF65A1C",2,4,"Mechanical Engineering","M","Hispanic","DADE","MAC1147","A","11","1.45454545454545","Dropped"
"277","A3403F450CC7C89194290982378C1C7B89E52CC5",2.31363636363636,21,"Cybersecurity","M","White","SANT","MAC2311","C","13","2.69230769230769","Retained"
"278","A347140E4DE45093889FE9F2F68F321DA8229135",2.92903225806452,6,"Cybersecurity","M","White","WALT","MAC1105C","B-","12","3.14166666666667","Retained"
"279","A3593C2173699306DA86875DE495890199B44D12",2.02142857142857,9,"Marine Biology","M","White","ALAC","MAC1147","C","14","2.02142857142857","Dropped"
"280","A5E001784D59CD98D2B8D0F8A2EE8E45F1A8273F",3.39230769230769,0,"Cybersecurity","M","White","ESCA","MAC1105C","B+","13","3.39230769230769","Dropped"
"281","A6FA5E651EBD91F103EA714C21019D44CFBA73A8",2.83636363636364,26,"Biomedical Sciences","F","African American","ESCA","MAC1147","B+","12","3.10833333333333","Retained"
"282","A8333C5365537D4909E41C8174211CAF84B43AC0",0.857142857142857,18,"Cybersecurity","F","White","SANT","MAC2311","F","7","0.857142857142857","Dropped"
"283","A85918BB33BBF920A422F56A087190CD49B20028",2.74,6,"Biomedical Sciences","F","White","ESCA","MAC1147","C+","15","2.74","Dropped"
"284","A8BAEF346DF471F2E2B8B86153212E393640C13E",3.35925925925926,60,"Biomedical Sciences","F","Hispanic","SANT","NoAttempt","NoAttempt","12","2.98333333333333","Retained"
"285","A8C21153F1EBE3C509EC8710E2C11AF3DCB2B1EA",2.15,0,"Mechanical Engineering","M","White","OKAL","MAC1147","C","14","2.36428571428571","Retained"
"286","A9CA47D7E2C3080036E3FC10FEF00CA1CF40C8C1",3.25483870967742,7,"Engineering","M","White","OKAL","MAC2312","C","14","2.92857142857143","Retained"
"287","AAE390D5FD4F97027AC42A5451D391B61ABA9054",0,0,"Cybersecurity","M","White","NFLA","MAC1105C","W","6","0","Dropped"
"288","AE3200F6FE639A6DF2C473A41FFF5D7291537AE9",3.70606060606061,22,"Cybersecurity","M","Native Hawaiian or Pacific Islander","SANT","MAC1147","A","13","3.93076923076923","Retained"
"289","AEC0E47394DD3DFE993C1478EA62DB328873459A",1.33333333333333,39,"Biomedical Sciences","F","White","JACK","MAC1147","W","9","1.33333333333333","Dropped"
"290","AF3627E5A23A4D241D7555F5F2E50DC440E1A646",3.52333333333333,48,"Biomedical Sciences","F","White","SANT","MAC2311","B+","12","3.40833333333333","Retained"
"291","AF7052D77109FA256AD579955FDC3061F93B14EE",3.80384615384615,3,"Computer Science","M","White","SANT","MAC1147","A","13","3.93076923076923","Retained"
"292","B00473830E8E14C5FB56E603D3E0EAD8A153AFE7",2.52972972972973,0,"Cybersecurity","M","Two or More","ESCA","MAC1105C","C","16","2.2625","Retained"
"293","B055A95A4F0CCF7A23E323F928D51D9841C7CD58",2.77142857142857,24,"Cybersecurity","M","White","SANT","MAC2311","D","13","2.70769230769231","Retained"
"294","B073C442459B302C605443D4A0763AB8271755DD",4,19,"Physics","M","White","SANT","MAC2312","A","14","4","Retained"
"295","B16EF326AD45F17D890B3E4211594AB6721246A7",3.92105263157895,29,"Mathematics","M","White","SANT","MAC2312","A","16","4","Retained"
"296","B1C17366EE2336FE32547307BB90A3EEBCED9ADE",3.96923076923077,12,"Mechanical Engineering","M","White","ESCA","MAC1147","A","15","3.92","Retained"
"297","B1C89489CADE4ACA0FBA9B8AC7DF47490B32E2EA",3.35357142857143,19,"Computer Engineering","M","White","ESCA","MAC2312","B","13","2.90769230769231","Retained"
"298","B2A2C3C58FADC8D17E231EC5828F55D885743A5B",3.25,0,"Biomedical Sciences","F","White","SANT","MAC1105","A","13","3.13846153846154","Retained"
"299","B3AC6BC5D2CC781D6F4A1CC30571826895152261",3.17,12,"Information Technology","F","White","ESCA","MAC1140","B","12","3.175","Retained"
"300","B458F2081D3DD1F8BBA1A4223F43585AB357EE7A",3.40416666666667,10,"Electrical Engineering","M","White","NFLA","MAC1147","B","10","3","Retained"
"301","B46134FF61F713080081CEBA3D22A0624920F299",2.48888888888889,20,"Information Technology","M","White","SANT","NoAttempt","NoAttempt","12","2.1","Retained"
"302","B6B05F559FA270BC0C72D1BCE30DE171A60CF76D",4,31,"Biomedical Sciences","M","White","ESCA","NoAttempt","NoAttempt","15","4","Retained"
"303","B70345CD8E1CD8607B44F195D08F7D4874A95DBF",2.204,8,"Biomedical Sciences","M","White","ESCA","MAC1147","B","9","2.56666666666667","Retained"
"304","B7A2C0F33AB441C3E3FF3F71BFA471EB8C98D249",2.30416666666667,24,"Biomedical Sciences","F","Hispanic","ESCA","MAC1147","D+","15","1.28","Retained"
"305","B8D5AD4DF1BEED27FF0812CB689A8C1D2FE3ABE5",3.71785714285714,30,"Chemistry","F","White","ESCA","MAC2312","B","14","3.65","Retained"
"306","B925805BC7803EDCB18B3DE8125956A9B1A98354",2.63939393939394,0,"Biochemistry","F","Hispanic","ESCA","MAC1147","A-","14","2.99285714285714","Retained"
"307","B948A961CB26C53BF07CD6576C6AE28FDFB7B2DB",3.075,10,"Computer Engineering","M","Hispanic","SANT","MAC1147","B+","12","2.69166666666667","Retained"
"308","B9B0121E11C1DEF91ECDD8F884B4B13649EC192B",3.49354838709677,3,"Computer Engineering","M","White","SANT","MAC1147","A-","17","3.82352941176471","Retained"
"309","B9B06DE2D5C820A6454D59DF35990488D2D430FE",2.88,13,"Computer Science","M","White","ESCA","MAC1147","W","13","2.63076923076923","Retained"
"310","B9F30520B15DF0295CF6A2B37772216DAA1545EC",2.25,0,"Biology","M","White","HILL","MAC1147","C-","11","2.1","Retained"
"311","BA1C7963E914590A520715526A71CEED401C3CDD",3.29642857142857,84,"Electrical Engineering","M","White","OKAL","NoAttempt","NoAttempt","12","3.34166666666667","Retained"
"312","BB7B3036AE00E04A67AE48251693EB2EAEFE669F",0,8,"Mechanical Engineering","M","Hispanic","NFLA","MAC1147","D","14","1.28571428571429","Dropped"
"313","BC0A8D5C669130C3BBDDCDB27210BBD2B25C2E77",3.19285714285714,3,"Computer Science","F","White","ESCA","MAC1147","C-","13","2.06923076923077","Retained"
"314","BCE85275CA39E9A8F33198980FF19343332FA172",2.10555555555556,6,"Electrical Engineering","M","White","SANT","MAC2312","F","13","0","Retained"
"315","BD92D4357B49B2C3C7C68F78B2004D3865B8E95E",3.10357142857143,0,"Electrical Engineering","M","White","ESCA","MAC1147","A-","13","3.28461538461538","Retained"
"316","BDA5888CDF4FD58F23B81DD27AF192928C2B707F",3.2962962962963,4,"Computer Science","M","African American","ESCA","MAC2312","A","14","3.28571428571429","Retained"
"317","BDD5D961B8A12AA5387F12C551B5B2326BA9898C",2.8,13,"Biomedical Sciences","F","White","WALT","MAC1147","F","14","1.35714285714286","Retained"
"318","BE0936AB95DBE0363585640E6A94DB7A0823601D",1.62727272727273,12,"Biomedical Sciences","F","African American","ORAN","MAC1105C","F","15","1.19333333333333","Dropped"
"319","BE16DC1ED0F22D2C79036E15DF67EEB5C6DADFA9",3.34375,60,"Computer Science","M","White","SANT","NoAttempt","NoAttempt","16","3.325","Retained"
"320","BE3EECD0FFD254F039C81BBD3F1AFB1BD579BB8D",2.92333333333333,21,"Biochemistry","F","White","ESCA","MAC1147","A","12","3.08333333333333","Retained"
"321","BE8B950C6FEC1E715FE1CD9A1CAE809CD944D171",3.04,0,"Marine Biology","F","White","NFLA","MAC1105C","B","14","3.21428571428571","Retained"
"322","BF30D850DCFBB8B11D052E56BFFFF81BD40480DF",2.9,3,"Chemistry","M","White","SANT","MAC1147","B","11","2.9","Dropped"
"323","BFFC0EE610E60ED7FFC383B1F605EDAA434E3F20",2.33666666666667,0,"Biochemistry","M","White","ORAN","MAC1147","C-","12","1.74166666666667","Retained"
"324","C04E20E564756778A3EB84FB8552834730AAFD9C",3.77391304347826,62,"Electrical Engineering","F","White","OKAL","MAC2311","A","12","3.9","Retained"
"325","C088A2AE41402DDB81F1CD83FF69932C482EE782",0,28,"Computer Science","M","White","ESCA","MAC2312","A","14","3.85","Dropped"
"326","C0DB8504F2397E74A4BAA5326BBB82A09B05D83B",2.97179487179487,18,"Electrical Engineering","M","Two or More","OKAL","MAC1147","A","12","3.325","Retained"
"327","C2C5E896D593A1900B751500C7AB6F3A483A32E2",3.39714285714286,37,"Biology","F","African American","ESCA","MAC1147","A","15","3.52666666666667","Retained"
"328","C2EDD0DC5AB985FAE632BE9FD87C24C49D268FC6",0.666666666666667,9,"Cybersecurity","M","White","OKAL","MAC1147","D","13","0.769230769230769","Dropped"
"329","C353CD807657931AC6D47D75A52E865BB5798B87",2.69736842105263,35,"Electrical Engineering","M","White","SANT","MAC2312","D","12","2.23333333333333","Retained"
"330","C41B8A0BB03F9AB8B7315995C449F8A236F47521",2.1,6,"Mechanical Engineering","M","White","ESCA","MAC1147","W","9","2.1","Dropped"
"331","C54A7E453AF2F3C36F85F8C53D8A91E258635F77",0.285714285714286,4,"Mechanical Engineering","M","White","ESCA","MAC1105C","F","14","0.285714285714286","Dropped"
"332","C5C9123656949F7F91A3CD4936865785CB9E5F55",2.52173913043478,0,"Mechanical Engineering","M","White","ESCA","MAC1105C","C","12","1.90833333333333","Retained"
"333","C6135BD549AEAC8D2ADD713D3825A8AE1E28D932",3.85,30,"Electrical Engineering","M","White","NFLA","MAC1147","A","15","3.86","Retained"
"334","C62A867F130FB6440277C50045663EC7E8C64ADE",2.46,10,"Marine Biology","F","African American","NFLA","MAC1105C","D+","14","1.52857142857143","Retained"
"335","C64ACE9D706672B6F909F4D98C9330D02396C758",3.67857142857143,3,"Marine Biology","F","White","NFLA","MAC1147","A","14","3.57142857142857","Retained"
"336","C658BF53C185FFB2B98EF7CA1FE7834D3D0D16FF",0,27,"Biomedical Sciences","F","Hispanic","OKAL","MAC1147","D+","12","1.41666666666667","Dropped"
"337","C6A446F5DA16F9754EA228D7D548041321058376",2.105,32,"Biology","F","Hispanic","SANT","MAC1147","W","10","2.59","Retained"
"338","C6E94DF08C62444203918FEF665448894EE0ACB9",3.65609756097561,49,"Mechanical Engineering","M","White","ESCA","MAC2313","A-","15","3.66","Retained"
"339","C722183F964873339592889189ADBEE0247827E7",3.376,18,"Mechanical Engineering","M","White","ESCA","MAC1147","B+","12","3.20833333333333","Retained"
"340","C7740BDEAEE3A318CE51E4980ED9CF0DC21A6A05",3.31142857142857,6,"Software Engineering","M","White","OKAL","MAC1147","A","13","3.00769230769231","Retained"
