STU_ID,UWFGPA1stYear,Prior_Hours,StartMajor,ReStartMajor,Gender,Ethnicity,ReEthnicity,County,ReCounty,FirstMathCrs,ReFirstMathCrs,FirstMathCrsGrade,UWFHour1stTerm,UWFGPA1stTerm,Drop1stYear,GPA_HIGHSCHOOL
2AC5B509C78BA95C8CD48FE4FDC02CD834366B07,1.586363636,0,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,C,9,2.544444444,Retained,3.03
2B2E94E3B6D8266A619F461E3D0DE033CFE93BE2,0,6,Cybersecurity,Cybersecurity,M,White,White,SANT,SANT,MAC1147,MAC1147,NF,13,0,Retained,3.62
2B7F9115FFEAAD1A456AB07B7ECF785ADFB94CF4,2.891666667,0,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,W,8,2.2625,Retained,4.22
2B9FB5FE5FEDD867A481C9B5AD09927FCF16477C,3.322580645,43,Electrical Engineering,Electrical Engineering,M,White,White,SANT,SANT,MAC2311,MAC2311,B+,14,3.214285714,Retained,4.41
2C8C839C6B3D72C284B224EFA13B6934F2246469,4,37,Chemistry,Chemistry,M,White,White,ORAN,ORAN,MAC1147,MAC1147,A,14,4,Retained,3.96
2C95B7100E26DD63DDCF4E9EFB1386729908770E,0,76,Biomedical Sciences,Biomedical Sciences,F,African American,African American,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,4,2.475,Dropped,5.07
2D0616F43A2B8638BDA6AFBF43A22024B31BA644,3.860714286,15,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC1147,MAC1147,A,14,3.721428571,Retained,3.8
2D45D59B599601DDBE02DE85F71338E4A98FEDFA,2.973076923,3,Cybersecurity,Cybersecurity,M,Hispanic,Hispanic,BROW,Others,MAC1147,MAC1147,C,13,2.553846154,Retained,3.05
2DA4BC5C3A24056ADB70330769712A2BB583ADC0,4,10,Electrical Engineering,Electrical Engineering,M,White,White,ESCA,ESCA,MAC2312,MAC2312,A,15,4,Retained,3.98
2DBEEFA8AD50F90DC10AE68D11A81BE28E8AB49B,2.475,31,Environmental Management,Environmental Management,M,Two or More,Two or More,BAY,BAY,MAC1147,MAC1147,W,11,1.8,Dropped,3.43
2E12ECC3B90860855AB5A68D963C297BE5F0CE2D,3.317142857,31,Biology,Biology,F,White,White,SANT,SANT,MAC1147,MAC1147,C,15,2.806666667,Retained,4.31
2E2FA6EA74065672169EAAAAACFE13D2717A3855,1.68,0,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,MAC1105C,MAC1105C,C,15,1.68,Dropped,2.95
2E5C25BAD1A0EAB20DB70D78793FF79029C21600,2.246153846,0,Mechanical Engineering,Mechanical Engineering,M,Not Reported,Not Reported,DADE,Others,MAC1147,MAC1147,D+,13,2.246153846,Dropped,2.9
2E8535866C837F439BD6D87CE82B8F8B11E78851,2.738235294,3,Electrical Engineering,Electrical Engineering,M,Two or More,Two or More,LEON,Others,MAC1147,MAC1147,B,14,3.2,Retained,3.54
2EA864CC2771587A524E5F6FADCB9EEC1E8B3CD0,2.958064516,0,Biology,Biology,F,White,White,VOLU,Others,MAC1147,MAC1147,A-,15,2.74,Retained,4.02
2EDFCFD77B7800FB44526AAE1C4460FB4422BF16,3.020689655,9,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1140,MAC1140,A-,14,3.514285714,Retained,4.07
2FC005FE0E21B29127DCF999115722F59996C17B,2.706451613,9,Marine Biology,Marine Biology,F,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,B,13,3.084615385,Retained,3.8
2FE34A0FEE3B5AA5589F40070944974CF087FAE3,3.708695652,19,Biology,Biology,F,Hispanic,Hispanic,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,12,3.75,Retained,3.84
3001A414ED6B3B25BFA942EA9A421C15F1432B08,2.676,0,Marine Biology,Marine Biology,F,African American,African American,NFLA,NFLA,MAC1105C,MAC1105C,C,14,2.421428571,Retained,3.54
301310F9601B9FDAECBE31F913A5CFC3E3C51220,2.815151515,0,Biomedical Sciences,Biomedical Sciences,M,Non-Resident Alien,Others,HILL,HILL,NoAttempt,NoAttempt,NoAttempt,15,3.646666667,Retained,3.53
304F7E29BF6AE8F73CA1719CAE5F2F190FA1F433,3.615384615,12,Computer Science,Computer Science,M,White,White,ESCA,ESCA,MAC1147,MAC1147,A,13,3.930769231,Retained,4.61
306DC8AB7EFDAA1517318F13EB42724F97437430,3.882352941,98,Computer Engineering,Computer Engineering,M,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,13,3.853846154,Retained,4.73
30A8F714822F32AB8D46C492AE85E991191C2481,3.390909091,30,Biomedical Sciences,Biomedical Sciences,M,White,White,OKAL,OKAL,MAC1147,MAC1147,B,15,3.333333333,Retained,3.34
3118D932C73A5613F3A6C9E2037B66A0B3F257D5,2.688461538,0,Chemistry,Chemistry,M,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,D,14,1.857142857,Retained,3.33
314B11EC203DB7AA6A3F1A30DAC4741D9A9F30BB,2.5,0,Biomedical Sciences,Biomedical Sciences,M,White,White,OKAL,OKAL,MAC1147,MAC1147,C+,14,2.65,Retained,3.65
31C5B36B74026A785518C68E52E4C3AE9935408A,4,44,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,A,13,4,Retained,4.8
324C2CF259225353811E4A9B65F126B1DEC2D43C,2.771428571,71,Computer Science,Computer Science,M,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,9,2.233333333,Retained,4.02
32B46C63C4EB29E07CEF331F1358E840661E6672,2,15,Computer Science,Computer Science,F,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,12,1.5,Retained,3.42
32BB80AFCADB91857537413639292070742DF3D3,3.028125,32,Biomedical Sciences,Biomedical Sciences,M,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,A,16,3.21875,Retained,4.23
32F3E4FF52FA6DF23AA20C3C8D1C078DAA4724A8,3.932142857,29,Marine Biology,Marine Biology,F,White,White,ORAN,ORAN,MAC1105,MAC1105,A,14,3.864285714,Retained,4.44
33359B99ECEC9D0C55EC07585F3B711C5D63A7AD,3.046666667,6,Marine Biology,Marine Biology,F,White,White,OKAL,OKAL,MAC2311,MAC2311,B+,12,2.916666667,Retained,3.94
3373CB1F21F2120E2D17B1358AC6F1E58035C075,2.894117647,7,Biomedical Sciences,Biomedical Sciences,F,African American,African American,BROW,Others,MAC1105C,MAC1105C,W,4,2,Retained,2.3
3377DD912B877ABB0F3E2026ED9639B9D69E47FC,3.018181818,12,Biomedical Sciences,Biomedical Sciences,F,African American,African American,PASC,PASC,MAC1147,MAC1147,D+,15,2.006666667,Retained,3.3
33B2BF0AC04908117266AA3AE6BB7F35BBC6CB1A,2.623076923,0,Mechanical Engineering,Mechanical Engineering,F,Two or More,Two or More,ALAC,Others,MAC1105C,MAC1105C,B,14,3.157142857,Retained,3.33
33EDAD3A6C9DC067E0440EB496825C251D78C923,3.206896552,0,Biomedical Sciences,Biomedical Sciences,M,White,White,OKAL,OKAL,MAC1147,MAC1147,B,14,3.214285714,Retained,3.34
3409375F45D69AD7A02C26E83609FE855D18CF39,2.3375,9,Biology,Biology,F,White,White,MARI,Others,MAC1147,MAC1147,C+,15,2.213333333,Retained,3.83
341662FA9A45B91D4D100A15DAB9EBC0D8F637B8,2.893103448,0,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1105C,MAC1105C,A,13,2.846153846,Retained,3.6
34527E618C8D2D62679E1C313AC53AEE3BF087AB,3.034482759,0,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1105C,MAC1105C,B-,14,2.707142857,Retained,3.43
34A318890053858B70081EBCDC6B66F00434874E,3.965384615,61,Computer Science,Computer Science,M,Hispanic,Hispanic,ESCA,ESCA,MAC1147,MAC1147,A,13,3.930769231,Retained,4.01
34B4F47F2882012F3AF7FF8C6D9D4C27FE1C89A5,1.861538462,10,Mechanical Engineering,Mechanical Engineering,M,White,White,NFLA,NFLA,MAC1105C,MAC1105C,C+,13,1.861538462,Dropped,3.7
34C93DDA8D545C3C6FA52F0A4E44B652492DED4A,2.691666667,25,Marine Biology,Marine Biology,F,White,White,LEE,Others,MAC1147,MAC1147,C+,12,2.691666667,Retained,3.8
34D01C1613B100CFBB332D2FF6F3F19D59E4E40C,0,0,Marine Biology,Marine Biology,M,African American,African American,OKAL,OKAL,MAC1147,MAC1147,W,0,0,Dropped,3
34EF04666A678B45FDBBFD0339906F2BCB9365D2,3.115625,12,Computer Engineering,Computer Engineering,M,Hispanic,Hispanic,MONR,Others,MAC1147,MAC1147,A,15,3.46,Retained,4.07
35B5D8318549CE86AE32C77781F4D3E360991581,2.764705882,33,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1147,MAC1147,W,12,3.725,Retained,4.69
35D6B1137E013058F34DB546F70B5861EE2F64DF,3.18125,0,Biology,Biology,M,White,White,SANT,SANT,MAC1147,MAC1147,B-,14,2.907142857,Retained,3.58
35E7752752DE0F4B3C0AF1314C41CB5E9871D18A,2.769230769,3,Computer Engineering,Computer Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,B,13,2.769230769,Retained,4.02
36BD12D4D4F88FAD0167A997F9725E6437E293AD,2.789655172,9,Computer Science,Computer Science,M,White,White,ESCA,ESCA,MAC1105C,MAC1105C,B+,13,3.161538462,Retained,3.71
377020862F507D237AAE485E531F9C099DAC5F06,2.395238095,12,Marine Biology,Marine Biology,F,Hispanic,Hispanic,SANT,SANT,MAC1105C,MAC1105C,C+,15,1.553333333,Retained,3.43
3790447F999533E4652DE64DBB7F16294CB5F578,2.797777778,52,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,C+,17,2.835294118,Retained,4.21
3793D7FE34675D1FDBBFE21D3976296BA8EE673A,3.415384615,33,Biomedical Sciences,Biomedical Sciences,F,Hispanic,Hispanic,OSCE,Others,NoAttempt,NoAttempt,NoAttempt,14,3.221428571,Retained,4.32
37D3A000087D6CE3FBBA041373AA4D5C1039F439,3.188,0,Mechanical Engineering,Mechanical Engineering,M,White,White,ESCA,ESCA,MAC1105C,MAC1105C,D,13,2.615384615,Retained,2.68
381777837B8C2D8A99F343D6DF8BF6F20E967259,1.980769231,11,Marine Biology,Marine Biology,F,Two or More,Two or More,SANT,SANT,MAC1105C,MAC1105C,C,15,2.133333333,Retained,3.26
3850B22B1ED5ADF2886853E9E5D49EA582F0BD92,3.9,63,Natural Science,Natural Science,F,White,White,PINE,Others,MAC1147,MAC1147,A,15,4,Retained,4.6
389F10CFE172D3FC4D63742A8676B3748EDC6143,3.366666667,61,Biomedical Sciences,Biomedical Sciences,F,African American,African American,OKAL,OKAL,MAC1147,MAC1147,B-,12,3.316666667,Retained,4.39
3911E8AFC95105DE7D1209AB83FF340C219687BE,2.686666667,30,Biomedical Sciences,Biomedical Sciences,M,Hispanic,Hispanic,SANT,SANT,MAC1147,MAC1147,A,13,3.1,Retained,3.15
3932F54D077C27402B7EDDDC35F6C05900598170,2.771875,44,Mechanical Engineering,Mechanical Engineering,F,White,White,CLAY,Others,MAC2312,MAC2312,D,14,2.478571429,Retained,4
3954AD33B0218108025D71696509C22C0B0C2F95,3.669444444,0,Biomedical Sciences,Biomedical Sciences,F,Two or More,Two or More,ESCA,ESCA,MAC1147,MAC1147,A,14,3.65,Retained,4.24
39667E2A58FAD99E3E5BA12ED746847FA4BFD9AE,3.108333333,9,Mechanical Engineering,Mechanical Engineering,M,White,White,ESCA,ESCA,MAC2311,MAC2311,C+,12,3.108333333,Dropped,4
398153DE4F2495C9C471E7D70A55C80A3378BF78,3.706666667,13,Biology,Biology,F,African American,African American,SANT,SANT,MAC1147,MAC1147,A-,14,3.65,Retained,4.56
39BBAD23C13B57C99199BE2FEE6312D673C84975,3.369230769,0,Computer Engineering,Computer Engineering,M,White,White,HILL,HILL,MAC1147,MAC1147,B+,15,3.233333333,Retained,3.73
3A006F20821DC4D2CDE5279A65AFB7310B026883,3.2,10,Mechanical Engineering,Mechanical Engineering,F,White,White,NFLA,NFLA,MAC1105C,MAC1105C,B+,10,2.52,Retained,4.06
3AA31FD27BE2BBDFDB116D4C3B43941A5FE43E86,2.724137931,0,Biomedical Sciences,Biomedical Sciences,F,White,White,ALAC,Others,MAC1147,MAC1147,W,10,3.1,Retained,3.49
3B6593E215D1346FFB4DC10580A270C8C86DA559,3.895652174,28,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,14,3.721428571,Retained,4.6
3B79EA901CB79BCE072EC79B93A68A9E7282C569,3.496153846,23.3,Biomedical Sciences,Biomedical Sciences,F,Hispanic,Hispanic,NFLA,NFLA,MAC1147,MAC1147,A-,12,3.183333333,Retained,3.9
3BAF57C43B4FA004B5DA90BC1137F659CA94F16A,2.526923077,15,Software Engineering,Software Engineering,M,White,White,ESCA,ESCA,MAC2311,MAC2311,C+,13,2.715384615,Dropped,3.64
3C19EA17D6AD1F0D27FAFE8B806487D7EC3D3206,2.896969697,3,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,B,15,3.126666667,Retained,3.31
3C23A2C78FBF2D30C69F724D08CB2FCC03DB8C41,2.597142857,0,Software Engineering,Software Engineering,M,White,White,ESCA,ESCA,MAC2311,MAC2311,W,9,2.233333333,Retained,3.23
3C476E32DF59070116323FC55B9252055DAFB67E,3.755,6,Biology,Biology,F,Hispanic,Hispanic,PASC,PASC,MAC1105C,MAC1105C,A,14,3.8,Dropped,3.53
3C56F6A04BE451D28747AC9D7783A93EA109C722,3.096666667,0,Biomedical Sciences,Biomedical Sciences,M,White,White,NFLA,NFLA,NoAttempt,NoAttempt,NoAttempt,13,3.246153846,Retained,3.5
3C7EEC4288DE1BD19BD2B3C75F1A76DF4E0C81DE,3.654545455,28,Biomedical Sciences,Biomedical Sciences,M,African American,African American,DUVA,DUVA,NoAttempt,NoAttempt,NoAttempt,12,4,Retained,4.07
3D5B8D4E44B9E920D29A1D3B55917154EAA501C1,2.627272727,60,Biology,Biology,M,White,White,WALT,WALT,MAC1114,Others,C,11,1.818181818,Retained,3.57
3DCD84C03DD7D539CAE69CACAB001A829E6221B9,2.52,20,Biomedical Sciences,Biomedical Sciences,M,White,White,SANT,SANT,MAC1147,MAC1147,W,8,2.3,Retained,4.16
3F27CAFC17E3F3DDFE831D10B1C90B147894CF2F,3.925,60,Engineering,Engineering,M,Two or More,Two or More,ESCA,ESCA,MAC2313,Others,A,12,3.925,Dropped,4.67
3F2B6947492BCBBCAA459721DE4796F29967F224,2.623076923,0,Marine Biology,Marine Biology,M,Two or More,Two or More,SANT,SANT,MAC1105C,MAC1105C,C,14,2.364285714,Retained,3.3
3F57270E815B6BA6F91812C8D6496031A55F0E8D,2.087234043,16,Electrical Engineering,Electrical Engineering,M,Hispanic,Hispanic,ESCA,ESCA,MAC1147,MAC1147,C,14,2.514285714,Retained,2.94
3F58701A3015104AC53E73C6AD97DFB7214ECE47,0,3,Cybersecurity,Cybersecurity,M,White,White,SUMT,Others,MAC1147,MAC1147,B+,13,3.323076923,Dropped,4.24
3FBB5A7885C3235F4ADDF0110E1F349FB6DFDDAD,3.15,19,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,C+,15,2.626666667,Retained,2.79
40056AD7924365F7344046A763771AF79162E2F6,3.044444444,0,Chemistry,Chemistry,M,White,White,NFLA,NFLA,MAC1147,MAC1147,B+,14,3.157142857,Retained,3.39
40109E6D766832335E9B7CFB71CB53AD8EF0E6C3,3.32962963,27,Biomedical Sciences,Biomedical Sciences,F,White,White,NFLA,NFLA,MAC1147,MAC1147,B,12,3.241666667,Retained,3.93
409C5B2088EE21E553B2647306823459069FCF92,2.5,0,Cybersecurity,Cybersecurity,M,Asian,Asian,NFLA,NFLA,MAC1147,MAC1147,D,15,2.14,Retained,3.1
40D7DC72C8B53B24B87C104C8F7D6C961384E541,3.923076923,12,Chemistry,Chemistry,F,White,White,SANT,SANT,MAC1147,MAC1147,A,14,3.935714286,Retained,3.3
414F2029008748AE712E46FB465EDBEBE067720D,2.571428571,0,Marine Biology,Marine Biology,M,Two or More,Two or More,MANA,Others,MAC1105C,MAC1105C,B+,14,2.571428571,Dropped,2.21
4273248CB5DDA2D135F2B307523BDAC640524E15,2,10,Computer Science,Computer Science,M,White,White,LEON,Others,MAC1147,MAC1147,C,13,1.538461538,Dropped,2.99
42788FACAB073DEAF4F86722100E242C4160DBE5,3.535714286,43,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC2311,MAC2311,A-,15,3.813333333,Retained,4.68
4279A5291E8C3E5768410BBC7C57C70AE0C7492F,2.423809524,88,Mechanical Engineering,Mechanical Engineering,F,Hispanic,Hispanic,WALT,WALT,MAC2312,MAC2312,W,10,3,Retained,3.78
42C4649DDCC8D9F99C84A61F81039437E7B97A46,3.754054054,0,Chemistry,Chemistry,F,White,White,ESCA,ESCA,MAC1147,MAC1147,A,14,3.785714286,Retained,3.89
4391ED3893B63E43C3766457C9E864127D8E9662,3.355263158,6,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC2311,MAC2311,A,13,3.469230769,Retained,4.13
4393DA29652FBC34A266FED330C2653CAAA93B48,3.709090909,0,Biology,Biology,F,White,White,SANT,SANT,MAC1147,MAC1147,A,14,3.785714286,Retained,4.7
43AE5F5C2F6C5B075268627FF2EE6072E438FAF4,3.545833333,68,Biomedical Sciences,Biomedical Sciences,F,White,White,DUVA,DUVA,MAC2311,MAC2311,A,12,3.416666667,Retained,4.59
43C915476E79CEBD8D519253AA876F5D64238F7A,3.423809524,6,Biomedical Sciences,Biomedical Sciences,F,African American,African American,ESCA,ESCA,MAC1105C,MAC1105C,A,14,3.421428571,Retained,4.44
43D5A0941B957BECDFEA13E4A53883B9DAD97811,2.945833333,18,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC2311,MAC2311,D,12,2.475,Retained,4.25
44707E404A56A770F96EC946415F1F64618E5CF5,0,0,Marine Biology,Marine Biology,M,White,White,NFLA,NFLA,MAC1147,MAC1147,W,0,0,Dropped,3.76
447CEB92797F7FC8ACA96F48FBBDC907C9DB06FE,3.32,13,Biomedical Sciences,Biomedical Sciences,M,Hispanic,Hispanic,CITR,Others,MAC1147,MAC1147,B-,14,3.342857143,Retained,3.72
44BC3AD8DFC3D38CA42EC9E51536E7E923094FE8,0,3,Biomedical Sciences,Biomedical Sciences,M,American Indian/Alaskan Native,Others,NFLA,NFLA,MAC1147,MAC1147,W,4,1.5,Dropped,2.34
4518BF4008014B7A22E757A7EAC2FCC8414E69F7,2.989655172,44,Biomedical Sciences,Biomedical Sciences,F,White,White,JACK,Others,MAC1147,MAC1147,C,13,2,Retained,3.71
451B973917D2D4DAAACB9A4BA8E08D8099D9B3D1,4,0,Biomedical Sciences,Biomedical Sciences,F,Hispanic,Hispanic,ESCA,ESCA,MAC1147,MAC1147,A,15,4,Retained,4.03
45CB64EE1F2A52159F6B0D4AA85265E2E9D89DFE,3.715151515,81,Biology,Biology,F,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,14,3.935714286,Retained,4.64
45D174A32741C33F022832181E0057313EB61958,3.069230769,3,Cybersecurity,Cybersecurity,M,Two or More,Two or More,HILL,HILL,MAC1147,MAC1147,B,13,3.3,Retained,4.94
477D9E1720312FA77F9F53380118D08C34874798,3.278571429,22,Natural Science,Natural Science,F,White,White,ORAN,ORAN,MAC1105C,MAC1105C,B-,14,3.392857143,Retained,3.21
479E08E2456119A907E27E2DA8CEA0D45F22ADE0,2.770833333,62,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,13,2.784615385,Retained,4.21
480FAC5E3B5538C90B7A8FFC46DB4D325C8BD217,3.684,13,Mechanical Engineering,Mechanical Engineering,M,White,White,ESCA,ESCA,MAC2312,MAC2312,B,12,3.416666667,Retained,4.53
48515627B11961EB113FD1CAF467F2943B22B3A6,3.503125,3,Computer Engineering,Computer Engineering,F,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,A,16,3.625,Retained,4.19
48BD28E69E12A104AC9A80C19D322C64889BA27A,3.209090909,6,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1140,MAC1140,B+,14,2.992857143,Retained,4.07
48CE5F7BCB35B31286DF68C2BAF925B1D42D8D14,3.157894737,31,Marine Biology,Marine Biology,M,White,White,PALM,Others,MAC1105C,MAC1105C,C-,8,2.85,Retained,3.34
48E9D5EEC5DBDAD8BB5955102457B3E1DFE31DC5,0,15,Electrical Engineering,Electrical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,C,12,1.541666667,Dropped,3.87
48FFE4A5FD8560B625DB8020D5B7C52E26D36DF2,3.4325,39,Biomedical Sciences,Biomedical Sciences,F,Hispanic,Hispanic,OSCE,Others,NoAttempt,NoAttempt,NoAttempt,13,3.623076923,Retained,4.51
49631F6F8AEB8A26C30143CB7E3E942A3A247BB7,0,0,Marine Biology,Marine Biology,M,White,White,OKAL,OKAL,MAC1105C,MAC1105C,W,4,0,Dropped,3.55
4A2704EF379268243732EC7EF928F53E10F9014D,3.167857143,43,Mechanical Engineering,Mechanical Engineering,M,Two or More,Two or More,ALAC,Others,MAC2312,MAC2312,C,13,3.1,Retained,4.6
4A9284462068AE65DE90891120D4CC800D55B41D,3.759459459,3,Biomedical Sciences,Biomedical Sciences,F,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,A,14,4,Retained,4.31
4AC0D692513940FDCE83AC17A65AA06FF53CA96F,0,13,Marine Biology,Marine Biology,M,American Indian/Alaskan Native,Others,NFLA,NFLA,MAC1147,MAC1147,W,0,0,Dropped,2.9
4AF339EDFFF717C224B53187C21F4B1ACE752973,3.425,16,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,B,15,3.593333333,Retained,3.85
4AFF3D6B01517B152CB143CC923CC80F6C3BD725,1.472222222,1,Information Technology,Information Technology,M,Hispanic,Hispanic,OKAL,OKAL,MAC1147,MAC1147,D,11,0.663636364,Dropped,2.7
4B34D11444F6B6F7CBE4CCEE4E69314102CC4683,1.433333333,6,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,F,16,0.80625,Dropped,2.78
4BA25D1A9E04F4D41935204666D3BE70CA977523,3.058333333,12,Mechanical Engineering,Mechanical Engineering,M,Hispanic,Hispanic,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,15,2.4,Retained,3.64
4C0BBDF2BB2DD863BBB444BA20DF704A25A39EEA,3.128571429,7,Biology,Biology,M,White,White,BROW,Others,NoAttempt,NoAttempt,NoAttempt,0,0,Dropped,3.08
4CA104499A80979F504895C5B6187AFA7B903A53,2.304545455,60,Electrical Engineering,Electrical Engineering,M,White,White,ESCA,ESCA,MAC2311,MAC2311,C,11,2.536363636,Retained,3.93
4CD5A649D990739969278707F093292D70C26FEA,2.85,18,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1105C,MAC1105C,W,6,2.85,Retained,3.72
4D12C3F78C79BDA662CD3E59E38EAFA82ED81DF8,2.878787879,24,Biology,Biology,F,Two or More,Two or More,SANT,SANT,MAC1114,Others,C-,14,2.8,Retained,4.46
4DD46F968369AD397C33C45602A76329FE8E4ADE,3.57,12,Environmental Management,Environmental Management,M,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,13,3.630769231,Retained,3.83
4DDD60FAE3E640C46F3008D53C3A04FB22C40DEA,3.146153846,15,Biomedical Sciences,Biomedical Sciences,M,White,White,OKAL,OKAL,MAC1147,MAC1147,A,13,3.146153846,Dropped,3.45
4DE011B858D8B027B7D880589AC0790B4F9805AE,2.525,0,Computer Engineering,Computer Engineering,M,White,White,OKAL,OKAL,MAC1147,MAC1147,C-,13,2.207692308,Retained,3.5
4E2A0D661E8741E1ACDB626CEC76A49014068B31,3.040625,0,Biochemistry,Biochemistry,F,White,White,ESCA,ESCA,MAC1147,MAC1147,A,14,3.457142857,Retained,3.33
4E2F743D2B4391A35FD5F0D33FEBFC2FC53A3BD8,3.252631579,89,Biomedical Sciences,Biomedical Sciences,F,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,15,3.46,Retained,4.12
4E434390540ED29A417191CDCBE303B2026E44F4,1.961904762,64,Natural Science,Natural Science,F,White,White,OKAL,OKAL,MAC1147,MAC1147,D+,15,2.146666667,Retained,3.27
4E5CF502D43E5AE3B1BD0E983A3E842EDD47E5F0,2.8,12,Marine Biology,Marine Biology,M,Hispanic,Hispanic,BREV,Others,MAC1147,MAC1147,D,14,2.142857143,Retained,3
4E6018948EE1F65D4191308D658DC2B84B93DEEB,3.174074074,37,Mechanical Engineering,Mechanical Engineering,M,White,White,POLK,Others,MAC1147,MAC1147,A,14,3.635714286,Retained,4.08
4ED897AC7982B0C0434B41DE06F4EDCD1F7C534A,1.742857143,19,Biomedical Sciences,Biomedical Sciences,M,White,White,WALT,WALT,MAC1147,MAC1147,W,8,1.525,Dropped,2.92
4EDCFAC04F26759D76A88750D2115D098C0E402B,3.170967742,6,Biology,Biology,F,African American,African American,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,15,3.34,Retained,3.76
4EFE0F521924D96F8FFC11915527E20B1E10646B,2.541935484,9,Natural Science,Natural Science,M,White,White,SANT,SANT,MAC1147,MAC1147,C+,12,2.633333333,Retained,3.07
4F1FF13A5211D92DBB9BCE788595FCF53EECA618,0.17,49,Computer Science,Computer Science,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,13,0.130769231,Dropped,4.2
4FB79A3DE363E8E555D36F25E6BD1F37F57E14F3,3.203703704,0,Chemistry,Chemistry,F,African American,African American,NFLA,NFLA,MAC1147,MAC1147,C,14,2.4,Retained,3.23
500520CA868B0F6ADA0DAA7E9A1666CF7F385AE2,2.916666667,21,Marine Biology,Marine Biology,M,White,White,SANT,SANT,MAC1147,MAC1147,B-,13,2.776923077,Retained,3.89
504B0BF09A05D7D42229CBB29F7E3760F1D163EA,3.677777778,29,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,A,15,3.613333333,Dropped,4
508727F95CBF95286AE499B39DCCDD032FDCC83F,2.848148148,7,Computer Engineering,Computer Engineering,M,Two or More,Two or More,ESCA,ESCA,MAC2312,MAC2312,C,12,2.575,Retained,4.24
50B90E734C4934658E2C6FCE374CAB4184E34785,3.940740741,20,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC1147,MAC1147,A,13,3.946153846,Retained,3.63
517A57F8618F4A6A832D29147C35C690B3708A85,2.715625,9,Computer Science,Computer Science,F,White,White,SANT,SANT,MAC1147,MAC1147,A-,13,3.076923077,Retained,4.05
51B58B83E83F1A919DB95793A7FC268A2E2D0BD8,3.291666667,21,Biomedical Sciences,Biomedical Sciences,M,Two or More,Two or More,OKAL,OKAL,MAC2311,MAC2311,C+,12,3.025,Retained,3.89
51CF22932523C9356DD63714A69B1F966AA1CB69,1.984,6,Computer Engineering,Computer Engineering,M,Two or More,Two or More,SANT,SANT,MAC1147,MAC1147,C-,14,2.157142857,Dropped,2.62
53225104837758145A036A4BD33CAFE56561ACC2,3.00862069,26,Biomedical Sciences,Biomedical Sciences,M,White,White,ESCA,ESCA,MAC2311,MAC2311,B,14,2.571428571,Retained,4.41
